System PWS ID,System Name,System Primary Source Water Type,Population,Sample Date,County,PFOS (ng/L),PFOA (ng/L),GenX = HFPO-DA (ng/L),PFBS (ng/L),PFNA (ng/L),PFHxS (ng/L),NC0157138,COLD SPRINGS POA,Groundwater,165,8/8/2023,MACON,0.906,ND,ND.1,ND.2,ND.3,ND.4,NC0368118,HILL TOP MHP,84,5/4/2023,ORANGE,1.98,2.55,8.24,11.9,NC0145171,OAK CREST RETIREMENT ESTATES,98,10/26/2023,HENDERSON,3.43,4.71,6.33,1.34,NC0392126,SUMMERFIELD MHP,110,5/11/2023,WAKE,0.257
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0299111,RIVERPOINTE S/D,74.0,10/24/2023,YADKIN,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0150192,RIVERSIDE APARTMENTS,89.0,8/24/2023,JACKSON,1.35,4.47,4.67,1.02,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0156135,RIVERSIDE MHP,399.0,9/26/2023,MCDOWELL,3,0.908,2.95,2.84,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0464118,RIVERSIDE MHP,75.0,7/6/2023,NASH,3.51,5.28,9.41,1.79,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0416182,RIVERSTONE,99.0,8/1/2023,CARTERET,3.53,14.7,0.585,1.56,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0160379,RIVERWALK PLANTATION,89.0,10/3/2023,MECKLENBURG,ND,0.932,0.932,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0103104,ROARING GAP CLUB INC,470.0,8/8/2023,ALLEGHANY,ND,ND,ND,1.37,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0241139,ROCK CREEK MH VILLAGE,275.0,9/21/2023,GUILFORD,3.38,1.71,0.994,0.98,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0241216,ROCK CREEK MH VILLAGE  NO 2,305.0,9/21/2023,GUILFORD,1.74,2.2,1.08,0.982,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,0.237,ND,,,,,,,,,,,,,NC4092073,ROCKBRIDGE S/D,1042.0,8/22/2023,WAKE,ND,ND,0.668,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0113220,ROCKY RIVER PLANTATION S/D,300.0,10/3/2023,CABARRUS,1.68,2.48,5.52,2.28,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0149165,ROLLING HILLS ESTATES,53.0,9/19/2023,IREDELL,2.98,2.92,1.71,1.18,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0201202,RUSSETTE MEADOWS MHP,65.0,8/29/2023,ALAMANCE,ND,ND,3.79,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0180183,SAFRIT ANNEX WATER SYSTEM,51.0,8/14/2023,ROWAN,ND,ND,ND,0.93,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0416518,SANCTUARY CHURCH II,25.0,8/1/2023,CARTERET,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0425127,SANDERSON`S MHP,34.0,11/16/2023,CRAVEN,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0427101,SANDY POINT RESORT & CAMPGROUND,559.0,11/15/2023,CURRITUCK,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0138103,SANTEETLAH SHORES,58.0,10/4/2023,GRAHAM,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0188127,SAPPHIRE LAKES DEVELOPMENT,724.0,9/28/2023,TRANSYLVANIA,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0157154,SASSAFRAS GAP EMPLOYEE VILLAGE,107.0,10/18/2023,MACON,ND,1.37,0.681,2.09,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0276215,SCENIC OAKS MHP,79.0,9/19/2023,RANDOLPH,6.33,7.67,5.04,1.53,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0118272,"SD, SOUTH PARK LLC",97.0,11/13/2023,CATAWBA,ND,1.27,1.17,1.24,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0416165,SEA SCAPE,60.0,8/1/2023,CARTERET,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0201203,SELLARS MOBILE HOME PARK,48.0,8/15/2023,ALAMANCE,1.34,0.904,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0239122,SER J`S COUNTRY LIVING MHP,65.0,6/12/2023,GRANVILLE,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0392188,SHADY ACRES MH VILLAGE,115.0,5/11/2023,WAKE,3.28,7.83,9.96,8.65,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0279159,SHADY ACRES MHP,90.0,9/21/2023,ROCKINGHAM,1.13,4.25,1.59,2.53,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,0.198,ND,,,,,,,,,,,,,NC0343104,SHADY GROVE MHP,241.0,8/16/2023,HARNETT,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0465164,SHADY HAVEN MHP,46.0,7/31/2023,NEW HANOVER,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0136373,SHADY REST MHP,69.0,10/24/2023,GASTON,ND,ND,0.905,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0464133,SHEPHERDS WAY S/D,115.0,5/30/2023,NASH,ND,0.904,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0467164,SHERWOOD MHP,470.0,8/7/2023,ONSLOW,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC3041104,SHILOH SUBDIVISION,102.0,8/28/2023,GUILFORD,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0113449,SHILOH UMC DAYCARE,60.0,10/26/2023,CABARRUS,ND,ND,0.648,0.72,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC6040000,SHINE WATER CORPORATION,447.0,9/6/2023,GREENE,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0145135,SILENT SPRINGS PARK,25.0,8/17/2023,HENDERSON,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0144127,SILVER BLUFF NURSING HOME,300.0,7/27/2023,HAYWOOD,ND,0.757,ND,1.09,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0150168,SILVER SLIP,74.0,8/28/2023,JACKSON,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0465217,SIMMONS HEIGHTS APARTMENTS,35.0,7/31/2023,NEW HANOVER,ND,ND,1.03,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0235137,"SLEEPY CREEK MHP (WELLS 3,4,5)",84.0,7/18/2023,FRANKLIN,ND,ND,3.02,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0201160,SLEEPY HOLLOW ESTATES MHP,240.0,8/29/2023,ALAMANCE,0.723,ND,0.633,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0187128,SMOKY MTN COUNTRY CLUB ESTATES,302.0,10/4/2023,SWAIN,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0201563,SONYAS KIDZ DEPOT,48.0,10/31/2023,ALAMANCE,2.17,1.99,3.71,0.976,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC4068021,SOUTH GROVE SUBDIVISION,63.0,6/6/2023,ORANGE,ND,1.41,1.03,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0112426,SOUTH MOUNTAIN CHILDRENS HOME,80.0,10/5/2023,BURKE,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,0.215,ND,,,,,,,,,,,,,NC0465206,SOUTH RIDGE MHP,115.0,7/31/2023,NEW HANOVER,ND,1.32,2.51,0.764,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0235118,SOUTHERN LIVING OF LOUISBURG,40.0,7/17/2023,FRANKLIN,3,1.59,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC4392141,SOUTHERN TRACE S/D,485.0,8/22/2023,WAKE,1.92,4.19,6.13,2.29,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0149484,SOUTHVIEW CHRISTIAN SCHOOL,150.0,9/19/2023,IREDELL,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC3041015,SPENCER`S GROVE S/D,59.0,8/28/2023,GUILFORD,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0150176,SPRING FOREST S/D,76.0,8/28/2023,JACKSON,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0118291,SPRING LAKE MH S/D,61.0,11/13/2023,CATAWBA,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0118294,SPRINGBROOK MH S/D,56.0,10/9/2023,CATAWBA,ND,0.782,0.648,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0144113,"SPRINGDALE PARTNERS, LLC",328.0,10/3/2023,HAYWOOD,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC1011045,STARVIEW HEIGHTS EXTENSION,94.0,8/1/2023,BUNCOMBE,ND,1.18,3.02,0.811,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0149152,"STATESVILLE ESTATES MHC, LLC",104.0,9/19/2023,IREDELL,ND,ND,1.53,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0201560,STEP BY STEP CHILD CARE,60.0,11/2/2023,ALAMANCE,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0241209,STERLING RIDGE S/D,104.0,10/31/2023,GUILFORD,6.89,7.46,2.15,2.87,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC1050089,STILLPOINT,36.0,8/9/2023,JACKSON,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Surface Water Purchase,,,,,ND,ND,,,,,,,,,,,,,NC0474060,STOKES REGIONAL WATER CORP,3327.0,11/13/2023,PITT,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0368193,STONEGATE MHP S/D,81.0,5/23/2023,ORANGE,9.7,5.05,2.64,3.28,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0113217,STONES THROW MHP,180.0,10/3/2023,CABARRUS,0.939,ND,0.92,1.19,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC4092178,STONEWOOD MANOR S/D,127.0,5/16/2023,WAKE,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,,,,,,,,,,,,,NC0150131,STRAWBERRY HILL,81.0,7/20/2023,JACKSON,ND,ND,ND,ND,,,,,,
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC1050063,SUMMIT CHARTER SCHOOL,300.0,8/9/2023,JACKSON,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,1.01,ND,ND,,,,,,,,,,,,,,,,,,,NC0286153,SUNBOW S/D,71.0,10/24/2023,SURRY,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,0.989,0.751,ND,ND,,,,,,,,,,,,,,,,,,,NC0279121,SUNNY MEADOWS,70.0,10/26/2023,ROCKINGHAM,ND
,,,,,,,,,,,,,,Groundwater,,,,,6.61,3.57,4.8,ND,2.97,,,,,,,,,,,,,,,,,,,NC0363408,SUNSET DRIVE MHP,81.0,8/16/2023,MOORE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC1056013,SUNSET POINT S/D,31.0,9/26/2023,MCDOWELL,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,1.25,ND,ND,,,,,,,,,,,,,,,,,,,NC4092166,SWEETWATER S/D,110.0,5/9/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0156112,SWISS VILLAGE WTR SYSTEM,64.0,9/26/2023,MCDOWELL,ND
,,,,,,,,,,,,,,Groundwater,,,,,3.54,6.72,13.1,ND,4.35,,,,,,,,,,,,,,,,,,,NC0180147,TANGLEWOOD S/D,231.0,8/14/2023,ROWAN,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC3041113,THATCHER WOODS,72.0,8/28/2023,GUILFORD,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,1.52,ND,ND,,,,,,,,,,,,,,,,,,,NC0175107,THE BROW CONDOMINIUMS,96.0,10/11/2023,POLK,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,0.647,ND,ND,,,,,,,,,,,,,,,,,,,NC1057008,THE GARDENS AT CAT CREEK,40.0,8/31/2023,MACON,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,0.803,0.8,ND,ND,,,,,,,,,,,,,,,,,,,NC2049001,THE HAMPSHIRES S/D,561.0,7/25/2023,IREDELL,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC4064027,THE OAKS AT HUNTER HILL,100.0,5/30/2023,NASH,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC1020006,THE SANCTUARY AT VANCE MTN,30.0,9/20/2023,CHEROKEE,ND
,,,,,,,,,,,,,,Groundwater,,,,,0.992,ND,2.06,ND,ND,,,,,,,,,,,,,,,,,,,NC0368182,THE TRAILS S/D,200.0,7/11/2023,ORANGE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0188428,THE WILDS CAMP,450.0,9/26/2023,TRANSYLVANIA,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC1050069,TIMBER RIDGE,48.0,8/28/2023,JACKSON,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0138106,TOBACCO BRANCH VILLAGE,152.0,10/24/2023,GRAHAM,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0471122,TOPSAIL GREENS S/D,549.0,8/7/2023,PENDER,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0188130,TOXAWAY FALLS CONDOS,74.0,9/28/2023,TRANSYLVANIA,ND
,,,,,,,,,,,,,,Groundwater,,,,,21,9.71,1.93,0.967,4.93,,,,,,,,,,,,,,,,,,,NC0188119,TOXAWAY POINT,79.0,8/8/2023,TRANSYLVANIA,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,0.731,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0188537,TOXAWAY SHORES,64.0,9/28/2023,TRANSYLVANIA,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0188131,TOXAWAY VILLAS,50.0,8/8/2023,TRANSYLVANIA,ND
,,,,,,,,,,,,,,Groundwater,,,,,6.12,3.7,1.09,ND,1.52,,,,,,,,,,,,,,,,,,,NC0241609,TRI CITY JUNIOR ACADEMY,226.0,9/5/2023,GUILFORD,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0150193,TRILLIUM LINKS & VILLAGE,610.0,10/4/2023,JACKSON,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC1050042,TRILLIUM LINKS WEST,424.0,10/4/2023,JACKSON,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,0.692,ND,ND,,,,,,,,,,,,,,,,,,,NC0392274,TRINITY FARMS S/D,42.0,8/7/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0149546,TRIPLETT UMC DAYCARE,295.0,9/11/2023,IREDELL,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0392395,TWIN LAKE FARM S/D,208.0,5/16/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0293104,TWIN OAKS SHORES,70.0,7/20/2023,WARREN,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0464128,TWIN OAKS TP,77.0,5/30/2023,NASH,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0111147,UNDER THE BLUE RIDGE,50.0,8/30/2023,BUNCOMBE,ND
,,,,,,,,,,,,,,Groundwater,,,,,1.51,ND,8.88,ND,ND,,,,,,,,,,,,,,,,,,,NC0195162,VALLEY VIEW S/D,40.0,7/11/2023,WATAUGA,ND
,,,,,,,,,,,,,,Groundwater,,,,,3.75,2.64,ND,ND,1.01,,,,,,,,,,,,,,,,,,,NC0241413,VANDALIA CHRISTIAN SCHOOL,350.0,9/26/2023,GUILFORD,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0416140,"VENEER VILLAGE, LLC",22.0,8/1/2023,CARTERET,ND
,,,,,,,,,,,,,,Groundwater,,,,,0.927,0.877,ND,ND,1.17,,,,,,,,,,,,,,,,,,,NC4092162,VERNON PLACE S/D,64.0,5/25/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0150544,VICTORY CHRISTIAN SCHOOL,120.0,8/1/2023,JACKSON,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC5009003,WACCAMAW SIOUAN DAYCARE,42.0,8/8/2023,BLADEN,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0150171,WADE HAMPTON CLUB,429.0,7/20/2023,JACKSON,ND
,,,,,,,,,,,,,,Groundwater,,,,,1.71,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0241145,WARD`S MHP,41.0,9/26/2023,GUILFORD,ND
,,,,,,,,,,,,,,Groundwater,,,,,3.74,6.95,1.17,ND,1.88,,,,,,,,,,,,,,,,,,,NC0279125,WASHBURN MHP,83.0,9/21/2023,ROCKINGHAM,ND
,,,,,,,,,,,,,,Groundwater,,,,,1.38,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0195103,WATAUGA MHP,45.0,10/19/2023,WATAUGA,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,3.13,ND,ND,,,,,,,,,,,,,,,,,,,NC0188126,WATERFORD PLACE,95.0,9/13/2023,TRANSYLVANIA,ND
,,,,,,,,,,,,,,Groundwater,,,,,15.9,7.22,3.73,ND,2.13,,,,,,,,,,,,,,,,,,,NC0392202,WATKIN`S MHP,74.0,6/1/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC2090007,WAXHAW PRESBYTERIAN CH/DAYCARE,55.0,9/18/2023,UNION,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,0.819,ND,ND,,,,,,,,,,,,,,,,,,,NC3041022,WEATHERSTONE @ OLDE FOREST S/D,170.0,8/28/2023,GUILFORD,ND
,,,,,,,,,,,,,,Groundwater,,,,,8.25,10.8,1.55,ND,4.43,,,,,,,,,,,,,,,,,,,NC0276143,WEST 49 MHP,93.0,9/19/2023,RANDOLPH,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0416040,WEST CARTERET WATER CORP,19512.0,8/2/2023,CARTERET,ND
,,,,,,,,,,,,,,Groundwater,,,,,12.9,5.26,4.29,ND,3.54,,,,,,,,,,,,,,,,,,,NC0217020,WEST YANCEYVILLE WATER ASSOCIATION,180.0,8/29/2023,CASWELL,ND
,,,,,,,,,,,,,,Groundwater,,,,,8.73,2.92,4.54,ND,2.69,,,,,,,,,,,,,,,,,,,NC0332106,WHISPERING PINES MHP,305.0,8/30/2023,DURHAM,ND
,,,,,,,,,,,,,,Groundwater,,,,,0.828,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0392207,WHISPERING PINES MHP,40.0,7/18/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC6059012,WHISPERING PINES MHP #1,89.0,11/20/2023,MARTIN,ND
,,,,,,,,,,,,,,Groundwater,,,,,3.4,3.23,2.52,ND,3.57,,,,,,,,,,,,,,,,,,,NC4092014,WHITE FLAG AT DEERCHASE S/D,25.0,5/9/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,0.847,ND,ND,0.642,,,,,,,,,,,,,,,,,,,NC0156122,WHITE PINES MHP,50.0,10/5/2023,MCDOWELL,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0239495,WHITE RABBIT CHILD CARE & PS,96.0,10/19/2023,GRANVILLE,ND
,,,,,,,,,,,,,,Groundwater,,,,,1.55,2.51,2.35,ND,1.15,,,,,,,,,,,,,,,,,,,NC0157118,WILDCAT CLIFFS COUNTRY CLUB,445.0,8/3/2023,MACON,ND
,,,,,,,,,,,,,,Groundwater,,,,,1.22,1.23,1.66,ND,ND,,,,,,,,,,,,,,,,,,,NC0157135,WILDWOOD MOUNTAIN S/D,81.0,8/3/2023,MACON,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,6.14,ND,ND,,,,,,,,,,,,,,,,,,,NC4392186,WILLOW HILLS S/D,102.0,8/16/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0279156,WILLOW OAKS MHP,135.0,8/24/2023,ROCKINGHAM,ND
,,,,,,,,,,,,,,Groundwater,,,,,1.61,6.45,5.19,ND,4.58,,,,,,,,,,,,,,,,,,,NC0136346,WINDSOR HEIGHTS MHP,178.0,10/24/2023,GASTON,ND
,,,,,,,,,,,,,,Groundwater,,,,,1.95,1.33,1.42,ND,0.852,,,,,,,,,,,,,,,,,,,NC0136519,WINDY HILL MHP,58.0,10/3/2023,GASTON,ND
,,,,,,,,,,,,,,Groundwater,,,,,8.94,7.88,9.88,ND,1.6,,,,,,,,,,,,,,,,,,,NC0433120,WINSTEAD MOBILE TERRACE,200.0,7/17/2023,EDGECOMBE,ND
,,,,,,,,,,,,,,Groundwater,,,,,6.38,4.79,2.02,ND,2.39,,,,,,,,,,,,,,,,,,,NC0368138,WOOD`S MHP,51.0,5/4/2023,ORANGE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,0.748,ND,ND,,,,,,,,,,,,,,,,,,,NC0106124,WOODLAND MEADOWS,25.0,10/19/2023,AVERY,ND
,,,,,,,,,,,,,,Groundwater,,,,,6.99,2.54,2.13,ND,1.41,,,,,,,,,,,,,,,,,,,NC0368147,WOODLAND PARK,41.0,6/6/2023,ORANGE,ND
,,,,,,,,,,,,,,Groundwater,,,,,1.05,1.12,1.25,ND,0.79,,,,,,,,,,,,,,,,,,,NC2049007,WOODLAWN SCHOOL,225.0,7/25/2023,IREDELL,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,1.31,1.13,ND,0.724,,,,,,,,,,,,,,,,,,,NC0118316,WOODS HALL MHP,81.0,10/4/2023,CATAWBA,ND
,,,,,,,,,,,,,,Groundwater,,,,,2.48,2.41,1.3,ND,0.686,,,,,,,,,,,,,,,,,,,NC0286143,WOODVILLE ACRES - (PARK A),46.0,10/24/2023,SURRY,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC4092171,YARDLEY S/D,48.0,5/25/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC4092131,YATES MILL ESTATES,140.0,5/16/2023,WAKE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC0111104,YMCA-BLUE RIDGE ASSEMBLY,200.0,8/1/2023,BUNCOMBE,ND
,,,,,,,,,,,,,,Groundwater,,,,,ND,ND,ND,ND,ND,,,,,,,,,,,,,,,,,,,NC1088002,YOUNG LIFE CAROLINA POINT,25.0,9/12/2023,TRANSYLVANIA,ND
